loyalty_number,loyalty_card,clv,province,enrollment_year,gender,marital_status,education,churn_score,risk_tier,final_segment,segment_name,strategic_quadrant,behaviour_cluster,flights_18m,active_months_18m,months_since_last_flight,flight_trend,redemption_ratio,seasons_flown,pts_earned_18m,distance_18m,enrollment_tenure_months,churn_label
318564,Star,2609.88,Quebec,2014,Female,Single,Bachelor,0.0069623017,Low Risk,Loyalists,Road Warriors,Loyalists,3,29,10,1.0,-5,0.0,4.0,54762.0,54762,49,0
495926,Star,2609.88,New Brunswick,2018,Male,Single,Bachelor,0.00060649496,Low Risk,Loyalists,Occasional Flyers,Loyalists,4,0,0,0.0,0,0.0,0.0,0.0,0,0,0
381496,Star,2610.37,Ontario,2014,Male,Single,Bachelor,0.008057336,Low Risk,Loyalists,Road Warriors,Loyalists,3,28,9,2.0,3,0.0122831897021926,4.0,45835.0,45835,43,0
878281,Star,2611.13,Ontario,2015,Female,Divorced,Bachelor,0.16956556,Low Risk,Loyalists,Road Warriors,Loyalists,3,38,14,0.0,5,0.0166179858855971,4.0,55121.0,55121,30,0
454718,Star,2611.15,British Columbia,2014,Female,Divorced,Master,0.22076753,Low Risk,Loyalists,Road Warriors,Loyalists,1,18,9,1.0,0,0.0,4.0,36030.0,36030,51,0
946061,Star,2611.15,Quebec,2013,Male,Divorced,Master,0.09486201,Low Risk,Loyalists,Road Warriors,Loyalists,1,17,5,3.0,-5,0.0293593172844223,3.0,15702.0,15702,65,0
471523,Star,2611.84,Ontario,2015,Male,Single,College,0.07842006,Low Risk,Loyalists,Occasional Flyers,Loyalists,4,7,6,1.0,0,0.0,3.0,10200.0,10200,30,0
644434,Star,2611.97,Ontario,2012,Male,Married,Bachelor,0.020158961,Low Risk,Loyalists,Road Warriors,Loyalists,3,27,13,0.0,2,0.0127180232558139,4.0,35776.0,35776,71,0
904283,Star,2611.97,British Columbia,2014,Male,Married,Bachelor,0.00068996847,Low Risk,Loyalists,Road Warriors,Loyalists,3,35,13,0.0,2,0.0384356337838444,4.0,44542.0,44542,49,0
516301,Star,2612.53,Ontario,2017,Male,Married,Bachelor,0.017415317,Low Risk,Loyalists,Road Warriors,Loyalists,1,22,8,0.0,2,0.0375128998968008,4.0,38760.0,38760,12,0
298865,Star,2612.76,Alberta,2014,Female,Married,Doctor,0.0031988916,Low Risk,Loyalists,Road Warriors,Loyalists,3,30,11,0.0,12,0.02809521756005,4.0,46378.0,46378,50,0
471583,Star,2612.76,Ontario,2013,Male,Married,Doctor,0.020339768,Low Risk,Loyalists,Road Warriors,Loyalists,1,27,11,0.0,2,0.0,4.0,33085.0,33085,58,0
363774,Star,2613.02,Alberta,2013,Female,Single,Bachelor,0.04678573,Low Risk,Loyalists,Road Warriors,Loyalists,3,28,10,1.0,2,0.0123528321127282,4.0,43148.0,43148,61,0
450896,Star,2613.02,Ontario,2014,Female,Single,Bachelor,0.030931227,Low Risk,Loyalists,Road Warriors,Loyalists,3,30,13,0.0,2,0.0092650078800324,4.0,41878.0,41878,49,0
816510,Star,2614.47,Alberta,2018,Female,Married,Bachelor,0.00059428765,Low Risk,Loyalists,Occasional Flyers,Loyalists,4,0,0,0.0,0,0.0,0.0,0.0,0,0,0
971157,Star,2614.47,Ontario,2012,Female,Married,Bachelor,0.18178436,Low Risk,Loyalists,Road Warriors,Loyalists,1,21,8,3.0,-3,0.0,4.0,37992.0,37992,70,0
951712,Star,2615.14,Ontario,2016,Male,Single,Bachelor,0.0359871,Low Risk,Loyalists,Road Warriors,Loyalists,3,39,12,0.0,4,0.0114052869750394,4.0,48837.0,48837,18,0
724987,Star,2615.3,New Brunswick,2017,Female,Married,Bachelor,0.064672954,Low Risk,Loyalists,Road Warriors,Loyalists,1,21,7,2.0,-7,0.0291449775807864,4.0,38806.0,38806,11,0
975497,Star,2615.3,Quebec,2014,Male,Married,Bachelor,0.019170098,Low Risk,Loyalists,Road Warriors,Loyalists,3,28,13,0.0,3,0.0172087420409568,4.0,40677.0,40677,48,0
562734,Star,2615.85,Yukon,2013,Male,Married,Bachelor,0.15520112,Low Risk,Loyalists,Road Warriors,Loyalists,1,20,7,4.0,-3,0.0180141843971631,3.0,21150.0,21150,64,0
919889,Star,2615.85,Ontario,2015,Female,Married,Bachelor,0.014649111,Low Risk,Loyalists,Road Warriors,Loyalists,3,29,10,0.0,1,0.0364265659792816,4.0,41316.0,41316,37,0
805226,Star,2615.91,Quebec,2017,Female,Married,College,0.007892675,Low Risk,Loyalists,Road Warriors,Loyalists,1,14,6,0.0,1,0.050321359174929,4.0,20071.0,20071,11,0
956402,Star,2615.91,Manitoba,2013,Male,Married,College,0.035648786,Low Risk,Loyalists,Road Warriors,Loyalists,1,26,10,0.0,3,0.0,3.0,29818.0,29818,61,0
564882,Star,2616.41,Ontario,2013,Female,Married,Doctor,0.011908438,Low Risk,Loyalists,Road Warriors,Loyalists,3,41,13,0.0,6,0.0063811456857906,4.0,68483.0,68483,54,0
952730,Star,2616.41,British Columbia,2015,Male,Married,Doctor,0.007503192,Low Risk,Loyalists,Road Warriors,Loyalists,3,37,12,0.0,-6,0.015148695425615,4.0,53734.0,53734,32,0
144261,Star,2616.61,Newfoundland,2012,Female,Divorced,Bachelor,1.0,Dormant,Dormant,Dormant,Sleeping/Lost,-1,0,0,0.0,0,0.0,0.0,0.0,0,67,2
381176,Star,2616.61,Saskatchewan,2013,Female,Divorced,Bachelor,1.0,Dormant,Dormant,Dormant,Sleeping/Lost,-1,0,0,0.0,0,0.0,0.0,0.0,0,54,2
825809,Star,4384.85,Ontario,2018,Male,Single,High School or Below,0.39216647,Low Risk,Loyalists,Occasional Flyers,Loyalists,4,4,1,3.0,-4,0.0,1.0,11100.0,7400,2,0
384907,Star,2616.61,Alberta,2013,Male,Divorced,Bachelor,1.0,Dormant,Dormant,Dormant,Sleeping/Lost,-1,0,0,0.0,0,0.0,0.0,0.0,0,54,2
422398,Star,2616.61,Nova Scotia,2013,Male,Divorced,Bachelor,0.007326474,Low Risk,Loyalists,Road Warriors,Loyalists,3,45,14,0.0,0,0.0310630105624642,4.0,57657.0,57657,61,0
435613,Star,2616.61,Ontario,2015,Male,Divorced,Bachelor,0.041465864,Low Risk,Loyalists,Road Warriors,Loyalists,3,30,11,0.0,3,0.0155711870421006,4.0,47909.0,47909,33,0
449046,Star,2616.61,Quebec,2012,Male,Divorced,Bachelor,0.0052861082,Low Risk,Loyalists,Road Warriors,Loyalists,3,31,10,1.0,1,0.0259051480294173,3.0,42424.0,42424,72,0
456822,Star,2616.61,Ontario,2014,Female,Divorced,Bachelor,0.018085854,Low Risk,Loyalists,Road Warriors,Loyalists,1,23,8,1.0,5,0.032387698804618,4.0,29363.0,29363,42,0
258799,Star,4699.03,Ontario,2018,Male,Married,College,0.26258543,Low Risk,Loyalists,Road Warriors,Loyalists,0,16,1,1.0,16,0.0,1.0,29232.0,19488,3,0
629410,Star,2616.61,Manitoba,2013,Male,Divorced,Bachelor,0.010739215,Low Risk,Loyalists,Road Warriors,Loyalists,1,22,12,1.0,-5,0.0186832466373234,4.0,32489.0,32489,63,0
664684,Star,4721.66,Ontario,2018,Male,Single,College,0.0020875153,Low Risk,Loyalists,Road Warriors,Loyalists,0,26,3,0.0,26,0.0084773341143545,2.0,61458.0,40972,3,0
583223,Star,2617.18,Quebec,2013,Male,Single,Bachelor,0.038421173,Low Risk,Loyalists,Road Warriors,Loyalists,1,23,10,0.0,0,0.0128799587841318,4.0,40761.0,40761,60,0
914514,Star,2617.18,British Columbia,2013,Female,Single,Bachelor,1.0,Dormant,Dormant,Dormant,Sleeping/Lost,-1,0,0,0.0,0,0.0,0.0,0.0,0,62,2
105835,Star,4756.13,Ontario,2018,Male,Married,Bachelor,0.027370425,Low Risk,Loyalists,Road Warriors,Loyalists,0,16,2,0.0,16,0.0,2.0,23358.0,15572,2,0
873886,Star,2618.33,Saskatchewan,2014,Male,Married,Bachelor,0.04227816,Low Risk,Loyalists,Road Warriors,Loyalists,3,28,10,1.0,0,0.0219797924002853,4.0,43449.0,43449,49,0
583271,Star,2618.81,Manitoba,2012,Female,Single,College,0.9997383,High Risk,Sleeping/Lost,Fading Flyers,Sleeping/Lost,2,3,2,16.0,0,0.0,1.0,5476.0,5476,67,1
906274,Star,2618.81,Quebec,2017,Female,Single,College,0.9909791,High Risk,Sleeping/Lost,Occasional Flyers,Sleeping/Lost,4,8,3,5.0,-2,0.0252525252525252,2.0,14850.0,14850,13,1
903006,Star,2619.03,Manitoba,2017,Male,Married,Bachelor,0.0129159065,Low Risk,Loyalists,Road Warriors,Loyalists,1,16,7,0.0,-3,0.0,4.0,34144.0,34144,13,0
969053,Star,2619.03,Quebec,2016,Male,Married,Bachelor,0.0080489265,Low Risk,Loyalists,Road Warriors,Loyalists,3,27,9,0.0,1,0.0,4.0,43582.0,43582,20,0
609072,Star,2619.17,Quebec,2017,Female,Married,Doctor,0.022712143,Low Risk,Loyalists,Road Warriors,Loyalists,1,27,8,0.0,1,0.0,4.0,34026.0,34026,14,0
996796,Star,2619.17,British Columbia,2013,Male,Married,Doctor,0.013771564,Low Risk,Loyalists,Road Warriors,Loyalists,3,37,12,0.0,4,0.0156992286604573,4.0,58729.0,58729,59,0
214322,Star,2619.34,Ontario,2017,Female,Divorced,Bachelor,0.2486323,Low Risk,Loyalists,Road Warriors,Loyalists,1,16,6,0.0,3,0.0217135744416015,4.0,28922.0,28922,10,0
224854,Star,2619.34,Yukon,2017,Female,Divorced,Bachelor,0.02331168,Low Risk,Loyalists,Road Warriors,Loyalists,1,21,8,0.0,9,0.0,4.0,33874.0,33874,9,0
443243,Star,2619.34,Ontario,2014,Female,Divorced,Bachelor,0.07750654,Low Risk,Loyalists,Road Warriors,Loyalists,3,29,13,0.0,-2,0.0199192350344192,4.0,47793.0,47793,44,0
472445,Star,2619.34,Ontario,2013,Male,Divorced,Bachelor,0.99917233,High Risk,Sleeping/Lost,Fading Flyers,Sleeping/Lost,2,13,6,10.0,0,0.0620738175127178,3.0,18478.0,18478,56,1
520091,Star,2619.34,British Columbia,2015,Female,Divorced,Bachelor,0.1360028,Low Risk,Loyalists,Road Warriors,Loyalists,1,14,6,1.0,-4,0.0136305833730726,3.0,25164.0,25164,39,0
531430,Star,2619.34,Ontario,2016,Female,Divorced,Bachelor,0.007849216,Low Risk,Loyalists,Road Warriors,Loyalists,3,32,9,0.0,9,0.0081203335331625,4.0,55047.0,55047,25,0
616722,Star,2619.34,British Columbia,2012,Male,Divorced,Bachelor,0.002407576,Low Risk,Loyalists,Road Warriors,Loyalists,1,19,12,1.0,-2,0.0339301643940359,3.0,31388.0,31388,70,0
920954,Star,4804.36,Ontario,2018,Male,Married,Bachelor,0.01567886,Low Risk,Loyalists,Road Warriors,Loyalists,0,40,4,0.0,32,0.0,3.0,97374.0,64916,2,0
911525,Star,2619.34,Ontario,2015,Male,Divorced,Bachelor,0.012943091,Low Risk,Loyalists,Road Warriors,Loyalists,1,25,13,2.0,-4,0.0605816204258457,4.0,43396.0,43396,33,0
971528,Star,2619.34,Newfoundland,2014,Male,Divorced,Bachelor,0.08950571,Low Risk,Loyalists,Road Warriors,Loyalists,3,36,12,0.0,3,0.0068996496271673,4.0,55655.0,55655,45,0
988249,Star,2619.34,British Columbia,2015,Male,Divorced,Bachelor,0.013736434,Low Risk,Loyalists,Road Warriors,Loyalists,3,32,12,0.0,6,0.0280221019395579,4.0,53208.0,53208,35,0
154736,Star,2619.48,British Columbia,2015,Female,Single,Bachelor,0.015799109,Low Risk,Loyalists,Road Warriors,Loyalists,3,29,12,0.0,4,0.0154481897028085,4.0,41623.0,41623,36,0
903496,Star,2619.48,Quebec,2014,Male,Single,Bachelor,0.02821594,Low Risk,Loyalists,Road Warriors,Loyalists,1,20,9,1.0,3,0.017529017630537,3.0,29551.0,29551,53,0
873022,Star,2619.87,Nova Scotia,2013,Female,Married,Bachelor,0.99237216,High Risk,Sleeping/Lost,Road Warriors,Sleeping/Lost,1,19,7,7.0,0,0.0142370692185757,4.0,34066.0,34066,63,1
913340,Star,2619.87,Saskatchewan,2012,Male,Married,Bachelor,0.007327026,Low Risk,Loyalists,Road Warriors,Loyalists,3,35,10,0.0,-1,0.0062800765500455,4.0,53821.0,53821,72,0
184496,Star,2620.17,Manitoba,2013,Female,Single,Bachelor,0.08549588,Low Risk,Loyalists,Road Warriors,Loyalists,3,35,12,0.0,4,0.0120713827436256,4.0,42083.0,42083,55,0
753533,Star,2620.17,Quebec,2013,Male,Single,Bachelor,0.14291465,Low Risk,Loyalists,Road Warriors,Loyalists,3,40,11,0.0,2,0.0075095516226779,4.0,68313.0,68313,60,0
572265,Star,2620.39,Ontario,2014,Male,Married,Bachelor,0.22124256,Low Risk,Loyalists,Road Warriors,Loyalists,3,34,12,1.0,1,0.0185327543578982,4.0,48131.0,48131,53,0
938636,Star,2620.39,Alberta,2014,Male,Married,Bachelor,0.033685125,Low Risk,Loyalists,Road Warriors,Loyalists,1,20,10,2.0,0,0.0344970640796527,4.0,31336.0,31336,44,0
193824,Star,2620.6,Quebec,2015,Female,Married,High School or Below,0.108748175,Low Risk,Loyalists,Road Warriors,Loyalists,3,31,12,1.0,2,0.02570683182387,4.0,47147.0,47147,39,0
722169,Star,2620.6,British Columbia,2014,Male,Married,High School or Below,0.047571503,Low Risk,Loyalists,Road Warriors,Loyalists,1,23,13,0.0,6,0.036555098567579,4.0,28204.0,28204,46,0
129555,Star,2620.9,Quebec,2015,Female,Divorced,Bachelor,0.16867188,Low Risk,Loyalists,Road Warriors,Loyalists,3,30,13,0.0,2,0.0285495794035177,4.0,43153.0,43153,31,0
637986,Star,2620.9,Manitoba,2013,Male,Divorced,Bachelor,0.16741788,Low Risk,Loyalists,Road Warriors,Loyalists,3,28,11,0.0,3,0.0299759578495063,4.0,39098.0,39098,62,0
185496,Star,2621.12,British Columbia,2017,Female,Married,Bachelor,0.16039348,Low Risk,Loyalists,Road Warriors,Loyalists,1,19,7,0.0,5,0.0132830785130247,4.0,32899.0,32899,12,0
858802,Star,2621.12,Ontario,2016,Female,Married,Bachelor,0.03648577,Low Risk,Loyalists,Road Warriors,Loyalists,1,29,10,0.0,9,0.0,4.0,31598.0,31598,20,0
548722,Star,2621.81,Alberta,2016,Female,Married,Bachelor,0.013664223,Low Risk,Loyalists,Road Warriors,Loyalists,3,34,11,0.0,1,0.0,4.0,49182.0,49182,27,0
421691,Star,2623.32,Alberta,2015,Female,Divorced,Bachelor,0.08886158,Low Risk,Loyalists,Road Warriors,Loyalists,3,28,10,0.0,3,0.0,4.0,44844.0,44844,33,0
566663,Star,2623.32,Ontario,2015,Female,Divorced,Bachelor,1.0,Dormant,Dormant,Dormant,Sleeping/Lost,-1,0,0,0.0,0,0.0,0.0,0.0,0,33,2
698395,Star,2624.1,New Brunswick,2014,Female,Single,High School or Below,0.17960717,Low Risk,Loyalists,Road Warriors,Loyalists,1,21,8,0.0,2,0.0503058019725604,4.0,18149.0,18149,43,0
828076,Star,2624.1,Quebec,2015,Female,Single,High School or Below,0.014859083,Low Risk,Loyalists,Road Warriors,Loyalists,3,31,13,1.0,-1,0.052045852258204,4.0,50859.0,50859,35,0
498319,Star,2624.9,Saskatchewan,2017,Female,Divorced,High School or Below,0.50576866,Medium Risk,Sleeping/Lost,Occasional Flyers,Sleeping/Lost,4,7,3,3.0,-7,0.0,2.0,8457.0,8457,6,0
618824,Star,2624.9,Nova Scotia,2015,Female,Divorced,High School or Below,0.03551736,Low Risk,Loyalists,Road Warriors,Loyalists,3,30,13,0.0,3,0.0,4.0,48936.0,48936,32,0
843158,Star,4853.1,Ontario,2018,Female,Married,High School or Below,0.060768895,Low Risk,Loyalists,Road Warriors,Loyalists,0,44,4,0.0,42,0.0,3.0,123535.5,82357,4,0
737764,Star,2626.28,Ontario,2015,Female,Married,Bachelor,0.3676868,Low Risk,Loyalists,Road Warriors,Loyalists,3,28,11,2.0,1,0.0233858668022369,4.0,41307.0,41307,40,0
419732,Star,2627.61,Manitoba,2018,Female,Married,Bachelor,0.00074047985,Low Risk,Loyalists,Occasional Flyers,Loyalists,4,0,0,0.0,0,0.0,0.0,0.0,0,0,0
880897,Star,2627.61,Quebec,2015,Female,Married,Bachelor,1.0,Dormant,Dormant,Dormant,Sleeping/Lost,-1,0,0,0.0,0,0.0,0.0,0.0,0,38,2
389812,Star,2627.76,Ontario,2017,Male,Married,High School or Below,0.2703392,Low Risk,Loyalists,Occasional Flyers,Loyalists,4,7,3,0.0,3,0.0,3.0,13157.0,13157,6,0
975387,Star,2627.76,British Columbia,2016,Female,Married,High School or Below,0.0611624,Low Risk,Loyalists,Road Warriors,Loyalists,3,28,9,1.0,-2,0.0,4.0,43572.0,43572,22,0
842959,Star,2627.83,Ontario,2015,Male,Married,Bachelor,0.00074102206,Low Risk,Loyalists,Road Warriors,Loyalists,3,35,14,0.0,6,0.0194139734697558,4.0,60987.0,60987,30,0
419540,Star,2628.17,Quebec,2014,Male,Single,College,0.17961507,Low Risk,Loyalists,Road Warriors,Loyalists,3,27,9,0.0,2,0.0149457997523515,4.0,46033.0,46033,48,0
749684,Star,2628.17,British Columbia,2017,Female,Single,College,0.036145967,Low Risk,Loyalists,Road Warriors,Loyalists,3,30,9,0.0,0,0.009261879161715,4.0,53013.0,53013,12,0
183339,Star,2628.47,Ontario,2014,Male,Married,Bachelor,1.0,Dormant,Dormant,Dormant,Sleeping/Lost,-1,0,0,0.0,0,0.0,0.0,0.0,0,44,2
239182,Star,2628.47,British Columbia,2013,Female,Married,Bachelor,0.09517765,Low Risk,Loyalists,Road Warriors,Loyalists,1,22,8,0.0,4,0.0150568636873298,4.0,31215.0,31215,58,0
872297,Star,2628.56,Ontario,2018,Female,Married,Bachelor,0.000716046,Low Risk,Loyalists,Occasional Flyers,Loyalists,4,0,0,0.0,0,0.0,0.0,0.0,0,0,0
201055,Star,2628.66,Quebec,2018,Male,Married,Bachelor,1.0,Dormant,Dormant,Dormant,Sleeping/Lost,-1,0,0,0.0,0,0.0,0.0,0.0,0,0,2
913449,Star,2628.66,Manitoba,2017,Female,Married,Bachelor,0.03423674,Low Risk,Loyalists,Road Warriors,Loyalists,1,21,7,0.0,5,0.0157950300471008,4.0,24628.0,24628,9,0
166011,Star,2629.32,Ontario,2017,Female,Married,College,0.53787756,Medium Risk,Sleeping/Lost,Occasional Flyers,Sleeping/Lost,4,10,4,0.0,4,0.0,3.0,12547.0,12547,6,0
739138,Star,2630.01,Quebec,2016,Female,Single,College,0.05771933,Low Risk,Loyalists,Road Warriors,Loyalists,3,37,13,0.0,6,0.0071243874654177,4.0,55303.0,55303,19,0
970014,Star,2630.01,Manitoba,2017,Female,Single,College,0.24931648,Low Risk,Loyalists,Road Warriors,Loyalists,1,8,3,0.0,6,0.0594847775175644,3.0,8540.0,8540,6,0
275306,Star,2630.21,New Brunswick,2016,Male,Married,Bachelor,0.0064569525,Low Risk,Loyalists,Road Warriors,Loyalists,3,29,12,1.0,2,0.0088298701894408,4.0,43602.0,43602,27,0
621093,Star,2630.21,Quebec,2016,Female,Married,Bachelor,0.08831562,Low Risk,Loyalists,Road Warriors,Loyalists,3,35,12,2.0,-2,0.0093410754859883,4.0,51493.0,51493,25,0
300806,Star,2631.56,Quebec,2016,Female,Married,College,0.0061988654,Low Risk,Loyalists,Road Warriors,Loyalists,3,39,12,0.0,7,0.009509313163965,4.0,63727.0,63727,23,0
999982,Star,2631.56,British Columbia,2018,Male,Married,College,0.0032051317,Low Risk,Loyalists,Occasional Flyers,Loyalists,4,0,0,0.0,0,0.0,0.0,0.0,0,0,0
344260,Star,2631.88,Ontario,2013,Male,Married,Doctor,0.018350307,Low Risk,Loyalists,Road Warriors,Loyalists,1,23,10,2.0,-4,0.0237619750513733,4.0,34551.0,34551,57,0
423272,Star,2631.88,British Columbia,2012,Male,Married,Doctor,0.004717333,Low Risk,Loyalists,Road Warriors,Loyalists,3,25,13,1.0,-4,0.0091558848080133,4.0,38336.0,38336,68,0
241374,Star,2632.55,Ontario,2014,Female,Married,Bachelor,0.016637728,Low Risk,Loyalists,Road Warriors,Loyalists,3,32,10,0.0,1,0.0260667051257398,4.0,46803.0,46803,51,0
522234,Star,2632.55,Yukon,2014,Male,Married,Bachelor,0.0024478922,Low Risk,Loyalists,Road Warriors,Loyalists,1,24,10,0.0,4,0.0102408317935548,4.0,31931.0,31931,53,0
773943,Star,2632.55,Alberta,2016,Male,Married,Bachelor,0.002165015,Low Risk,Loyalists,Road Warriors,Loyalists,3,34,14,0.0,9,0.0055461736734512,4.0,56255.0,56255,22,0
957452,Star,2632.55,Ontario,2012,Male,Married,Bachelor,0.043880604,Low Risk,Loyalists,Road Warriors,Loyalists,1,20,9,0.0,1,0.0210404027365431,4.0,30988.0,30988,67,0
622006,Star,2633.01,British Columbia,2015,Female,Married,Master,0.02002738,Low Risk,Loyalists,Road Warriors,Loyalists,3,32,12,0.0,-3,0.0201659952006692,4.0,45423.0,45423,40,0
963036,Star,2633.01,Ontario,2015,Female,Married,Master,0.003895004,Low Risk,Loyalists,Road Warriors,Loyalists,3,24,10,0.0,3,0.0102259215219976,4.0,42050.0,42050,37,0
373554,Star,2635.15,Quebec,2018,Female,Married,Bachelor,0.00074047985,Low Risk,Loyalists,Occasional Flyers,Loyalists,4,0,0,0.0,0,0.0,0.0,0.0,0,0,0
814236,Star,2635.15,British Columbia,2017,Female,Married,Bachelor,0.79350424,High Risk,Sleeping/Lost,Road Warriors,Sleeping/Lost,1,13,6,3.0,-5,0.0,4.0,21718.0,21718,11,0
186199,Star,2635.51,Ontario,2013,Female,Divorced,Bachelor,0.0088492865,Low Risk,Loyalists,Road Warriors,Loyalists,3,24,9,0.0,4,0.0167497325959809,4.0,43941.0,43941,63,0
857682,Star,2635.51,British Columbia,2015,Female,Divorced,Bachelor,0.26927578,Low Risk,Loyalists,Road Warriors,Loyalists,3,30,10,0.0,-1,0.0223558855075816,4.0,47549.0,47549,41,0
346346,Star,2636.98,Alberta,2018,Male,Married,Bachelor,0.0092707155,Low Risk,Loyalists,Occasional Flyers,Loyalists,4,6,2,3.0,-6,0.06078803202697,2.0,9492.0,9492,5,0
470373,Star,2636.98,Ontario,2015,Male,Married,Bachelor,0.45371777,Medium Risk,Sleeping/Lost,Road Warriors,Sleeping/Lost,1,24,11,0.0,2,0.01514853433012,4.0,30498.0,30498,30,1
940822,Star,2637.15,British Columbia,2013,Female,Single,Bachelor,0.07406636,Low Risk,Loyalists,Road Warriors,Loyalists,3,30,12,1.0,-1,0.009052108250082,4.0,42642.0,42642,56,0
696897,Star,4929.55,Ontario,2018,Female,Married,Bachelor,0.4417115,Medium Risk,Sleeping/Lost,Occasional Flyers,Sleeping/Lost,4,2,1,3.0,-2,0.0,1.0,2727.0,1818,4,0
742673,Star,2637.6,Newfoundland,2014,Male,Married,Bachelor,1.0,Dormant,Dormant,Dormant,Sleeping/Lost,-1,0,0,0.0,0,0.0,0.0,0.0,0,51,2
895684,Star,2637.6,Quebec,2017,Male,Married,Bachelor,0.0092422385,Low Risk,Loyalists,Road Warriors,Loyalists,3,38,13,1.0,1,0.0168732951111546,4.0,61221.0,61221,16,0
365642,Star,2637.94,Ontario,2015,Female,Married,Bachelor,0.5088185,Medium Risk,Sleeping/Lost,Road Warriors,Sleeping/Lost,1,18,6,4.0,-4,0.0214975692909905,3.0,31678.0,31678,32,0
927202,Star,2637.94,British Columbia,2016,Female,Married,Bachelor,0.015189669,Low Risk,Loyalists,Road Warriors,Loyalists,3,36,12,1.0,2,0.0,4.0,58731.0,58731,25,0
344052,Star,2638.14,British Columbia,2017,Male,Married,Bachelor,0.06983365,Low Risk,Loyalists,Occasional Flyers,Loyalists,4,9,4,1.0,1,0.0,2.0,7351.0,7351,6,0
787548,Star,2638.14,Ontario,2013,Female,Married,Bachelor,0.01792409,Low Risk,Loyalists,Road Warriors,Loyalists,3,39,13,0.0,4,0.0093152154478812,4.0,55930.0,55930,56,0
258248,Star,2639.64,Ontario,2015,Male,Married,Bachelor,0.0046823225,Low Risk,Loyalists,Road Warriors,Loyalists,3,32,14,0.0,4,0.0,4.0,47910.0,47910,34,0
242288,Star,2639.98,Ontario,2016,Female,Married,Bachelor,0.024906347,Low Risk,Loyalists,Road Warriors,Loyalists,1,22,10,0.0,2,0.0,4.0,35455.0,35455,22,0
652212,Star,2639.98,British Columbia,2015,Male,Married,Bachelor,0.012079331,Low Risk,Loyalists,Road Warriors,Loyalists,3,29,11,0.0,2,0.0075823172872153,4.0,42731.0,42731,36,0
481531,Star,2640.32,Manitoba,2014,Male,Married,Bachelor,1.0,Dormant,Dormant,Dormant,Sleeping/Lost,-1,0,0,0.0,0,0.0,0.0,0.0,0,51,2
551510,Star,2640.32,Quebec,2015,Male,Married,Bachelor,0.0067183706,Low Risk,Loyalists,Road Warriors,Loyalists,3,38,12,0.0,1,0.0134988426637169,4.0,48819.0,48819,37,0
818329,Star,2640.49,Ontario,2018,Female,Married,Doctor,0.0024840175,Low Risk,Loyalists,Occasional Flyers,Loyalists,4,0,0,0.0,0,0.0,0.0,0.0,0,0,0
336878,Star,2640.52,Ontario,2018,Male,Single,Bachelor,0.0008159132,Low Risk,Loyalists,Occasional Flyers,Loyalists,4,0,0,0.0,0,0.0,0.0,0.0,0,0,0
969616,Star,2640.52,British Columbia,2012,Male,Single,Bachelor,0.00800583,Low Risk,Loyalists,Road Warriors,Loyalists,1,22,12,0.0,-1,0.0403588616865453,4.0,38232.0,38232,69,0
623341,Star,2640.59,Ontario,2016,Male,Single,Bachelor,1.0,Dormant,Dormant,Dormant,Sleeping/Lost,-1,0,0,0.0,0,0.0,0.0,0.0,0,27,2
849589,Star,2640.59,British Columbia,2015,Male,Single,Bachelor,0.1310025,Low Risk,Loyalists,Road Warriors,Loyalists,3,27,9,1.0,-2,0.0094813846090972,4.0,48938.0,48938,39,0
474905,Star,2641.45,Alberta,2015,Female,Married,Bachelor,0.9944623,High Risk,Sleeping/Lost,Road Warriors,Sleeping/Lost,1,25,9,7.0,0,0.0284777709485761,4.0,34167.0,34167,35,0
716294,Star,2641.45,Ontario,2016,Male,Married,Bachelor,0.15787186,Low Risk,Loyalists,Road Warriors,Loyalists,1,21,8,2.0,3,0.0100224502886465,4.0,37416.0,37416,18,0
131257,Star,2642.93,Quebec,2014,Male,Married,Bachelor,0.028280634,Low Risk,Loyalists,Road Warriors,Loyalists,3,28,10,1.0,2,0.0088553122310414,4.0,52285.0,52285,44,0
628409,Star,2642.93,New Brunswick,2013,Female,Married,Bachelor,0.006403788,Low Risk,Loyalists,Road Warriors,Loyalists,3,34,12,0.0,0,0.0168088957848461,4.0,58005.0,58005,58,0
554136,Star,2643.72,Quebec,2016,Male,Single,College,0.006104843,Low Risk,Loyalists,Road Warriors,Loyalists,1,20,13,0.0,-1,0.0465352320610217,4.0,32513.0,32513,24,0
557867,Star,2643.72,British Columbia,2018,Female,Single,College,0.0107366415,Low Risk,Loyalists,Road Warriors,Loyalists,3,26,12,1.0,0,0.0120559519822767,4.0,38819.0,38819,1,0
726077,Star,2644.68,Ontario,2018,Male,Divorced,Bachelor,0.0011727561,Low Risk,Loyalists,Occasional Flyers,Loyalists,4,0,0,0.0,0,0.0,0.0,0.0,0,0,0
234878,Star,2644.98,Ontario,2013,Female,Divorced,Bachelor,0.08378202,Low Risk,Loyalists,Road Warriors,Loyalists,3,38,12,0.0,8,0.009792172569302,4.0,63418.0,63418,65,0
250311,Star,2646.57,Ontario,2012,Female,Divorced,Doctor,0.017713642,Low Risk,Loyalists,Road Warriors,Loyalists,3,35,10,0.0,4,0.017761456889122,4.0,53374.0,53374,68,0
